Year,Country,R&D Spending (millions euros),Notes
2015,Lithuania,n.a,"Portugal, France: 2014 data; Austria, Cyprus, Greece, Hungary, Ireland, Slovenia: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2015,Malta,n.a,"Portugal, France: 2014 data; Austria, Cyprus, Greece, Hungary, Ireland, Slovenia: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2015,Netherlands,642,"Portugal, France: 2014 data; Austria, Cyprus, Greece, Hungary, Ireland, Slovenia: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2015,Norway,126,"Portugal, France: 2014 data; Austria, Cyprus, Greece, Hungary, Ireland, Slovenia: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2015,Poland,308,"Portugal, France: 2014 data; Austria, Cyprus, Greece, Hungary, Ireland, Slovenia: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2015,Portugal,75,"Portugal, France: 2014 data; Austria, Cyprus, Greece, Hungary, Ireland, Slovenia: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2015,Romania,98,"Portugal, France: 2014 data; Austria, Cyprus, Greece, Hungary, Ireland, Slovenia: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2015,Russia,251,"Portugal, France: 2014 data; Austria, Cyprus, Greece, Hungary, Ireland, Slovenia: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2015,Slovakia,n.a,"Portugal, France: 2014 data; Austria, Cyprus, Greece, Hungary, Ireland, Slovenia: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2015,Slovenia,183,"Portugal, France: 2014 data; Austria, Cyprus, Greece, Hungary, Ireland, Slovenia: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2015,Spain,908,"Portugal, France: 2014 data; Austria, Cyprus, Greece, Hungary, Ireland, Slovenia: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2015,Sweden,"1,104","Portugal, France: 2014 data; Austria, Cyprus, Greece, Hungary, Ireland, Slovenia: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2015,Switzerland,"6,525","Portugal, France: 2014 data; Austria, Cyprus, Greece, Hungary, Ireland, Slovenia: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2015,Turkey,77,"Portugal, France: 2014 data; Austria, Cyprus, Greece, Hungary, Ireland, Slovenia: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2015,U.K.,"5,756","Portugal, France: 2014 data; Austria, Cyprus, Greece, Hungary, Ireland, Slovenia: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Austria,294,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Belgium,"2,889","Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Bulgaria,n.a,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Croatia,40,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Cyprus,85,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Czech Republic,77,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Denmark,"1,497","Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Estonia,n.a,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Finland,198,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,France,"4,451","Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Germany,"6,227","Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Greece,42,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Hungary,178,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Iceland,n.a,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Ireland,305,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Italy,"1,470","Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Latvia,n.a,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Lithuania,n.a,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Malta,n.a,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Netherlands,642,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Norway,126,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Poland,289,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Portugal,75,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Romania,109,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Russia,412,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Slovakia,n.a,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Slovenia,180,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Spain,"1,085","Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Sweden,"1,104","Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Switzerland,"6,429","Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,Turkey,66,"Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2016,U.K.,"5,679","Austria, France, Greece, Norway, Portugal, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Czech Republic: 2012 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Austria,294,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Belgium,"3,508","Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Bulgaria,n.a,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Croatia,40,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Cyprus,85,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Czech Republic,77,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Denmark,"1,632","Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Estonia,n.a,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Finland,201,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,France,"4,451","Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Germany,"6,918","Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Greece,42,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Hungary,176,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Iceland,n.a,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Ireland,305,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Italy,"1,530","Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Latvia,n.a,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Lithuania,n.a,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Malta,n.a,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Netherlands,642,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Norway,126,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Poland,340,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Portugal,100,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Romania,101,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Russia,856,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Slovakia,n.a,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
